Gene,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30
RP11-533K11.1,7,3,13,0,0,1,1,0,6,6,1,3,0,0,1,0,0,2,1,4,4,4,3,2,2,1,6,4,0,12
RP11-533K9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-533N14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-533O20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
RP11-534C12.1,3,6,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,2,2,6,0,5,1,6
RP11-534I8.1,20,12,1,43,9,3,0,1,6,13,6,38,1,3,3,0,0,19,3,7,11,6,15,20,12,18,17,4,6,49
RP11-534L20.4,107,123,52,7,8,44,14,0,85,121,107,162,8,0,18,6,5,144,57,100,1,26,99,90,80,142,190,103,90,173
RP11-534L20.5,24,33,0,0,23,0,7,0,1,31,7,0,0,0,0,0,0,16,19,8,0,1,19,25,12,29,20,9,14,12
RP11-534L6.2,0,2,55,0,27,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,4,0,0,6,4,0,0,1
RP11-534L6.3,1,4,2,0,5,5,0,0,6,1,17,28,0,0,0,3,0,5,16,42,2,5,9,6,0,4,6,9,6,9
RP11-534L6.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
RP11-534N16.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
RP11-534P19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-535A19.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,7,1,2,0,0,0,3,0,2,0,8,2,0
RP11-535A19.2,5,17,39,0,3,0,4,3,3,8,6,46,1,2,24,0,0,12,16,3,0,1,12,34,33,93,38,32,7,19
RP11-535A5.1,18,2,0,0,0,0,0,0,1,2,17,1,0,0,0,1,0,45,0,1,0,0,8,3,0,9,8,3,0,4
RP11-535C21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-535C7.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-535E8.2,3,0,0,0,1,6,0,0,0,0,5,1,0,0,0,0,0,5,4,0,0,1,7,1,0,2,2,2,0,0
RP11-535I24.2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0
RP11-535K18.2,116,139,70,3,5,15,7,0,14,48,64,3,0,1,1,0,0,45,17,22,0,12,51,84,285,57,122,32,38,209
RP11-535M15.1,0,9,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,6,1,0,0,12,0,0,3,3,11,3,3
RP11-535M15.2,113,46,53,2,16,31,5,0,23,22,38,3,0,1,0,1,0,47,17,15,1,29,50,95,99,66,78,31,41,111
RP11-535N6.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C10.1,11,5,4,4,1,1,0,0,0,0,2,1,0,0,0,0,0,2,1,11,0,0,2,1,1,1,2,3,3,2
RP11-536C10.10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
RP11-536C10.11,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,6,0,2,3,2,2,0,5,4,2,0
RP11-536C10.12,8,12,7,0,0,1,3,1,6,17,7,0,0,1,0,0,1,2,4,5,0,2,3,15,8,1,3,4,1,5
RP11-536C10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C10.14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0
RP11-536C10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
RP11-536C10.17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C10.20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
RP11-536C10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
RP11-536C10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C10.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
RP11-536C10.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RP11-536C10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536C5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
RP11-536C5.7,31,14,0,79,0,13,5,0,0,4,20,18,1,0,2,0,0,41,31,15,0,0,11,11,3,22,25,18,10,33
RP11-536G4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536G4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-536I6.1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
RP11-536I6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536K17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536K7.3,8,8,12,2,37,2,2,1,12,10,1,42,0,1,3,2,2,24,12,32,0,3,14,22,1,5,25,10,10,32
RP11-536K7.5,7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,1,0,1
RP11-536L3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RP11-536N17.1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
RP11-536O18.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536O18.2,1,3,0,17,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2
RP11-536P16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-536P16.4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0
RP11-536P6.3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
RP11-537A6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RP11-537E18.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,2,0,0,2,0,0,1,0,1
RP11-537H15.3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
RP11-537H15.4,85,82,33,9,7,6,11,0,30,90,49,81,2,6,0,0,0,35,8,26,0,39,43,119,100,147,177,44,53,65
RP11-537I16.2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,3,0,3,0,0
RP11-537P22.2,2,1,0,2,1,0,0,4,0,1,0,2,0,3,0,2,0,0,1,0,0,1,1,2,2,1,0,4,0,0
RP11-538D16.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
RP11-538D16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
RP11-538I12.2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,2,1,1,1,0,0,1,2,1,0
RP11-538I12.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP11-538P18.1,1,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,3,1,0,9,0,1,0,1,0,0,1,4,2,0
RP11-538P18.2,0,2,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0
RP11-539E17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-539E17.5,2,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RP11-539E19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-539G18.1,6,2,2,2,1,2,0,0,1,4,9,5,0,0,0,0,0,13,1,7,0,12,17,15,14,6,13,9,1,5
RP11-539G18.2,4,3,0,0,0,8,0,1,3,3,5,3,1,2,10,0,4,0,4,5,0,0,5,2,6,7,3,5,4,2
RP11-539I5.1,4,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,0,2,0
RP11-539L10.2,622,389,459,237,224,13,49,2,284,287,444,518,23,9,11,29,0,744,197,90,207,151,461,147,62,506,519,222,186,550
RP11-539L10.3,5,20,46,0,8,0,15,0,5,21,15,24,0,0,0,0,0,8,9,18,0,0,18,18,26,14,11,11,26,19
RP11-53A1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
RP11-53B2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RP11-53B2.2,92,160,61,1,16,36,12,1,38,66,73,19,70,0,3,0,0,68,98,37,0,216,63,84,15,96,129,118,77,44
RP11-53B2.3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
RP11-53B2.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,8,0,1
RP11-53B2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP11-53B2.6,10,7,7,0,0,39,0,0,9,8,0,1,0,0,6,0,0,0,17,22,0,0,11,29,7,6,20,8,9,23
RP11-53B5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-53I6.1,29,28,21,21,4,9,5,0,17,13,25,35,0,1,0,5,17,54,22,30,1,24,18,25,16,13,39,17,4,20
RP11-53I6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-53I6.3,0,15,28,83,60,3,3,2,12,13,12,109,0,0,1,1,2,32,6,4,0,0,12,7,7,33,8,10,0,7
RP11-53I6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-53I6.5,7,9,3,0,0,1,1,0,3,2,5,2,1,0,0,0,0,3,5,1,0,0,1,1,1,6,11,1,4,11
RP11-53L24.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-53M11.2,126,82,37,46,35,28,17,1,37,92,53,44,0,0,0,0,0,90,27,47,0,58,79,101,155,37,100,39,20,150
RP11-53M11.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
RP11-53M11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-53O19.1,2,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,3,0,0,0,8,2,1,1,1,4,1,3
RP11-53O19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-53O19.3,35,28,0,0,0,0,0,1,3,7,5,1,0,0,0,0,0,38,12,18,0,0,17,19,2,9,4,18,14,2
RP11-540A21.2,17,20,28,40,33,100,0,0,11,9,10,36,0,0,9,1,0,38,33,21,0,0,11,16,3,17,4,11,9,5
RP11-540B6.2,4,5,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,7,5,0,0,0,13,5,3,1,2,1,4
RP11-540B6.3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,2,0,1,0
RP11-540B6.6,397,320,68,1,1,76,24,0,68,117,252,65,0,0,10,0,0,115,231,158,0,168,222,141,139,200,473,165,115,83
RP11-540D4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-540E16.1,14,5,0,1,0,0,1,3,1,13,0,0,0,3,2,2,1,0,1,0,0,0,2,4,2,2,6,3,2,11
RP11-540E16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-540H22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-540K16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,1,0,0,0,1,0,2,3
RP11-540K16.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-540N6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-540O11.1,41,73,34,45,69,0,23,0,62,223,29,78,5,0,31,5,0,36,60,15,0,0,54,208,9,188,146,67,213,41
RP11-540O11.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
RP11-540O11.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
RP11-540O11.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0
RP11-541E12.1,0,3,50,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,5
RP11-541F9.1,0,0,0,0,0,0,0,0,0,0,4,2,10,2,2,0,0,1,0,1,0,1,0,1,0,1,0,3,0,0
RP11-541F9.2,3,2,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,2,6,7,0,1,1,4,7,2,2,4,1,0
RP11-541G9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-541G9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
RP11-541H12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RP11-541M12.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0
RP11-541N10.3,137,148,29,0,0,63,24,0,29,60,136,16,0,0,0,0,0,222,107,93,0,163,158,68,108,166,218,115,42,36
RP11-541P9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,3,0,4,0,3,0
RP11-542A14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
RP11-542A14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RP11-542B15.1,1,1,0,6,2,1,0,0,0,0,0,0,1,0,2,0,0,1,1,2,0,1,0,0,0,1,1,2,0,0
RP11-542C10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-542C16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-542C16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
RP11-542E6.3,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,1,0,2,1,0,0,1,1,0
RP11-542F9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RP11-542G1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-542G1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-542G1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
RP11-542K23.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RP11-542K23.7,1,2,0,2,0,72,0,0,3,4,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,5,0,10
RP11-542K23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RP11-542M13.2,1,2,0,1,4,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,7,0,0,0
RP11-542M13.3,56,27,32,0,12,0,4,0,6,62,11,17,0,0,0,0,0,60,20,4,0,0,23,9,21,18,6,20,23,12
RP11-542P2.1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,1,0,0
RP11-543A18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-543B16.1,29,38,21,34,10,14,4,0,19,4,39,30,0,0,0,6,2,49,29,41,0,10,27,17,23,16,23,14,14,20
RP11-543B16.2,51,41,30,7,14,37,2,0,10,47,25,50,0,0,0,0,1,22,8,161,4,27,35,50,87,52,68,10,31,93
RP11-543B16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-543C4.1,0,7,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,9,6,0,0,4,3,4,7,14,4,3,13
RP11-543C4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-543D10.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RP11-543D5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-543D5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-543E8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RP11-543E8.2,2,4,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,5,1,3,1,1,1,0,0,2,1,3
RP11-543F8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP11-543F8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-543G18.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RP11-543H12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11-543H23.2,3,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
RP11-543N12.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
RP11-543P15.1,4392,2751,1583,3450,1425,1374,548,91,1310,1422,2883,4014,14,110,52,1462,2223,4059,1070,851,335,999,1370,1071,2438,2200,3191,1404,1872,3337
RP11-544A12.4,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,3,0,1
RP11-544A12.5,4,9,1,2,49,41,0,0,5,65,1,9,0,0,0,4,0,11,8,12,0,1,2,3,0,10,6,7,7,20
RP11-544A12.8,1,0,0,0,19,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,2,0
RP11-544D21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-544D21.2,4,6,2,34,28,5,0,1,2,3,0,3,1,1,1,3,4,0,0,1,0,1,1,2,0,0,2,5,0,3
RP11-544H14.1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-544I20.2,5,3,0,2,1,22,6,1,0,1,2,18,0,0,0,1,6,1,5,2,0,0,4,3,0,0,11,5,1,0
RP11-544L8__B.4,1,0,0,0,0,0,0,11,1,0,0,0,5,27,4,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1
RP11-544M22.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
RP11-544M22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RP11-544M22.8,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,1,0,0,0,1,2,0,0,1,3,0,0,1
RP11-545A16.1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,1,0,1,0
RP11-545A16.3,11,5,2,0,1,0,0,0,0,1,5,1,0,1,0,0,0,7,2,0,0,0,3,5,0,6,0,2,1,5
RP11-545A16.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
RP11-545D19.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-545E17.3,32,60,18,34,34,26,2,0,34,49,21,34,0,0,0,0,0,51,65,114,0,0,64,50,25,21,27,41,50,144
RP11-545E8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RP11-545G3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-545H22.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-545I10.2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
RP11-545I5.3,11,19,0,41,0,1,0,0,3,8,15,0,0,0,0,0,0,36,34,7,0,0,30,12,5,15,43,13,1,11
RP11-545L5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-545M17.1,2,15,0,65,0,0,0,0,6,1,0,1,0,2,0,0,0,10,5,0,0,1,10,1,0,22,1,18,3,1
RP11-545M17.2,293,205,44,363,92,127,29,19,57,448,34,115,0,20,2,40,201,224,71,71,90,191,103,79,160,16,40,89,382,218
RP11-545M17.3,3,1,1,2,5,0,0,0,0,1,4,0,0,0,0,0,0,2,2,10,0,3,2,0,1,1,1,0,3,7
RP11-545N8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0
RP11-545P6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,1
RP11-545P7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-546B15.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,1,0,1,0,0,0,0,0,0,0,0
RP11-546B15.2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,2,0,0,1
RP11-546B8.1,3,1,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,3,0,2,0,0,0,0,1,2,1,6
RP11-546B8.3,13,4,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,2,3,0,0,5,12,0,2,9,1,0,2
RP11-546B8.5,24,20,5,9,2,5,2,0,11,5,14,64,0,0,0,2,1,45,27,74,0,7,16,20,5,7,6,21,14,37
RP11-546J1.1,22,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,2,0,0,0,3,2,1,3,6,1,3,0
RP11-546K22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,4,0,0
RP11-546K22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-546K22.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
RP11-546M21.6,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,5
RP11-546M4.1,0,2,0,41,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,6,0,0,0,0,1,2,7,2,1,0
RP11-546O6.4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
