,T2D_1,T2D_2,T2D_3,T2D_4,T2D_5,HV_1,HV_2,HV_3,HV_4,HV_5
RPL21P61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL21P66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL21P68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPL21P7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
RPL21P70,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
RPL21P71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P74,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
RPL21P75,376.0,114.0,68.0,63.0,79.0,71.0,43.0,34.0,4.0,51.0
RPL21P76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P79,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
RPL21P8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL21P80,43.0,49.0,47.0,38.0,33.0,42.0,26.0,11.0,5.0,25.0
RPL21P81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL21P86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P87,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
RPL21P88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P89,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL21P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P93,8.0,11.0,9.0,8.0,8.0,14.0,2.0,2.0,1.0,5.0
RPL21P94,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0
RPL21P95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL21P96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21P97,20.0,5.0,6.0,12.0,6.0,3.0,4.0,1.0,2.0,2.0
RPL21P98,9.0,8.0,6.0,7.0,13.0,11.0,7.0,2.0,3.0,5.0
RPL21P99,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
RPL22,3097.0,1192.0,1065.0,1581.0,1357.0,2098.0,561.0,193.0,72.0,360.0
RPL22L1,270.0,146.0,207.0,173.0,263.0,164.0,90.0,58.0,21.0,32.0
RPL22P1,598.0,290.0,263.0,307.0,364.0,357.0,135.0,84.0,35.0,67.0
RPL22P10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P2,5.0,1.0,2.0,2.0,5.0,5.0,6.0,0.0,0.0,6.0
RPL22P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P21,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
RPL22P22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P24,2.0,1.0,2.0,4.0,7.0,4.0,2.0,0.0,0.0,3.0
RPL22P3,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23,12676.0,6133.0,6230.0,7305.0,7648.0,8107.0,3748.0,3011.0,1847.0,2792.0
RPL23A,9137.0,4078.0,3510.0,4921.0,5273.0,6277.0,2829.0,1986.0,1003.0,1865.0
RPL23AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP11,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
RPL23AP12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL23AP14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP18,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
RPL23AP19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP2,1.0,1.0,2.0,4.0,8.0,3.0,0.0,3.0,1.0,0.0
RPL23AP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP23,1.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0
RPL23AP24,1.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0
RPL23AP25,0.0,0.0,5.0,1.0,2.0,7.0,5.0,4.0,1.0,2.0
RPL23AP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP30,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
RPL23AP31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP37,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0
RPL23AP38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP42,16.0,7.0,7.0,5.0,17.0,12.0,13.0,19.0,9.0,17.0
RPL23AP43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP49,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP50,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
RPL23AP52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP53,2.0,1.0,4.0,1.0,9.0,2.0,5.0,2.0,0.0,1.0
RPL23AP54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP55,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL23AP58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL23AP59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP64,5.0,9.0,2.0,10.0,10.0,9.0,19.0,0.0,0.0,6.0
RPL23AP65,1.0,5.0,3.0,6.0,2.0,2.0,4.0,1.0,0.0,3.0
RPL23AP66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP67,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP7,20.0,12.0,25.0,23.0,24.0,53.0,45.0,12.0,55.0,11.0
RPL23AP70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL23AP76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP81,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
RPL23AP82,12.0,7.0,13.0,2.0,13.0,57.0,17.0,8.0,4.0,7.0
RPL23AP83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP87,1.0,2.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0
RPL23AP88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL23AP89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP90,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RPL23AP91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP92,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPL23AP93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP95,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL23AP96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP97,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
RPL23P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23P2,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
RPL23P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23P8,2.0,2.0,5.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0
RPL24,11522.0,5349.0,5242.0,7264.0,6117.0,6751.0,3158.0,2287.0,949.0,2164.0
RPL24P2,23.0,23.0,21.0,17.0,19.0,18.0,6.0,9.0,2.0,6.0
RPL24P4,756.0,476.0,426.0,612.0,535.0,426.0,207.0,198.0,98.0,218.0
RPL24P6,1.0,4.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0
RPL24P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RPL24P8,161.0,74.0,107.0,117.0,144.0,106.0,64.0,41.0,23.0,37.0
RPL24P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26,1161.0,315.0,331.0,503.0,421.0,736.0,170.0,44.0,8.0,71.0
RPL26L1,71.0,27.0,40.0,42.0,59.0,91.0,28.0,46.0,5.0,7.0
RPL26L1-AS1,3.0,1.0,1.0,3.0,2.0,9.0,4.0,0.0,0.0,1.0
RPL26P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P19,115.0,84.0,109.0,149.0,172.0,167.0,39.0,13.0,3.0,27.0
RPL26P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P27,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
RPL26P28,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
RPL26P29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P30,3.0,2.0,1.0,1.0,1.0,4.0,7.0,1.0,5.0,0.0
RPL26P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P36,0.0,2.0,4.0,8.0,6.0,3.0,4.0,1.0,0.0,2.0
RPL26P37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26P6,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
RPL26P9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
RPL27,14054.0,6096.0,5813.0,8451.0,6502.0,7321.0,5033.0,4982.0,3073.0,3167.0
RPL27A,34777.0,13591.0,12686.0,16059.0,15092.0,17464.0,13121.0,13792.0,10603.0,8090.0
RPL27AP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27AP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27AP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27AP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27AP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27P12,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
RPL27P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL27P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL28,25276.0,11842.0,13605.0,16362.0,15946.0,18223.0,11652.0,17848.0,12092.0,9186.0
RPL28P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL28P2,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
RPL29,27978.0,12266.0,10226.0,14698.0,13335.0,14932.0,9399.0,8737.0,5018.0,6294.0
RPL29P1,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
RPL29P11,52.0,17.0,22.0,44.0,64.0,61.0,29.0,23.0,12.0,24.0
RPL29P12,3.0,4.0,7.0,10.0,8.0,9.0,5.0,3.0,1.0,3.0
RPL29P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P14,10.0,12.0,6.0,6.0,8.0,2.0,2.0,1.0,1.0,4.0
RPL29P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P17,2.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,3.0
RPL29P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
RPL29P20,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
RPL29P21,1.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
RPL29P22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPL29P25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P26,2.0,9.0,10.0,8.0,7.0,2.0,2.0,3.0,7.0,3.0
RPL29P27,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
RPL29P28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
RPL29P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P4,1970.0,230.0,801.0,1302.0,902.0,1045.0,425.0,440.0,174.0,317.0
RPL29P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL3,65223.0,29904.0,26725.0,40986.0,31966.0,40638.0,20611.0,17072.0,11912.0,15650.0
RPL30,14164.0,6442.0,5394.0,7556.0,6668.0,7372.0,4588.0,4337.0,1970.0,2787.0
RPL30-AS1,26.0,21.0,22.0,45.0,33.0,25.0,10.0,0.0,0.0,2.0
RPL30P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P2,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
RPL30P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P7,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
RPL30P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31,21301.0,9595.0,9674.0,12359.0,10712.0,13850.0,7223.0,4811.0,1752.0,4337.0
RPL31P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P10,20.0,18.0,14.0,16.0,10.0,17.0,6.0,5.0,1.0,10.0
RPL31P11,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
RPL31P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P18,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
RPL31P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P2,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
RPL31P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL31P38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
