Gene,HC1,HC2,HC3,HC4,HC5,T2DM1,T2DM2,T2DM3,T2DM4,T2DM5
SPDYE4,0.0,0.14,0.0,0.14,0.0,0.34,0.0,0.08,0.0,0.09
SPDYE5,0.22,0.38,0.75,0.38,0.35,0.44,0.2,0.37,0.54,0.57
SPDYE6,1.37,2.62,4.69,1.28,1.96,3.57,0.22,2.21,4.51,4.72
SPDYE8P,0.12,0.13,0.14,0.05,0.24,0.17,0.05,0.05,0.2,0.24
SPECC1,23.05,33.43,29.79,31.97,33.46,22.23,33.15,28.12,25.61,20.71
SPECC1L,6.03,9.32,8.53,7.04,8.62,7.36,7.79,6.8,7.21,10.08
SPECC1L-ADORA2A,0.0,0.35,0.08,0.07,0.0,0.0,0.1,0.07,0.46,0.28
SPEF1,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.02,0.06
SPEF2,0.23,0.36,0.16,0.15,0.19,0.46,0.25,0.49,0.28,0.65
SPEG,0.54,0.58,1.21,1.17,2.62,1.65,1.64,2.69,2.66,1.68
SPEM1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
SPEN,13.74,17.13,12.57,12.56,12.73,17.6,9.34,9.13,10.89,23.72
SPERT,0.0,0.04,0.02,0.0,0.0,0.17,0.0,0.0,0.0,0.1
SPESP1,0.0,0.32,0.02,0.27,0.02,0.0,0.44,0.02,0.07,0.11
SPG11,21.27,20.99,19.27,16.39,22.35,27.59,22.48,25.12,15.91,32.04
SPG20,8.83,14.22,9.87,10.1,6.84,8.12,11.08,13.05,8.66,15.87
SPG20OS,0.22,0.16,0.0,0.64,0.28,0.6,1.09,0.39,0.18,0.88
SPG21,65.74,81.4,66.3,63.53,63.35,56.79,50.32,58.86,58.48,52.51
SPG7,29.39,40.57,33.9,26.06,41.86,35.64,23.53,25.68,31.97,35.88
SPHK1,6.31,6.52,5.65,12.13,7.21,5.58,5.88,4.28,5.72,4.74
SPHK2,6.4,8.23,8.96,7.2,13.65,9.69,10.27,7.12,8.98,8.59
SPI1,919.19,586.21,362.19,410.6,442.38,583.75,365.89,439.58,627.32,578.0
SPIB,4.11,14.02,46.37,7.63,46.09,37.0,51.18,26.01,19.38,25.33
SPIC,0.05,0.0,0.09,0.12,0.03,0.03,0.17,0.0,0.0,0.07
SPICE1,1.09,1.14,1.3,2.64,1.61,1.21,1.79,3.1,1.94,2.3
SPIDR,31.29,32.35,33.83,30.08,39.37,22.83,28.45,27.6,24.53,22.44
SPIN1,3.86,8.2,7.13,6.33,6.92,3.68,5.67,5.78,5.04,6.45
SPIN2A,0.05,0.14,0.14,0.11,0.16,0.09,0.03,0.09,0.07,0.07
SPIN2B,1.16,1.84,4.39,4.05,2.97,2.26,2.82,2.5,3.1,2.78
SPIN3,0.24,0.73,0.95,0.44,1.13,0.7,0.44,0.76,0.48,0.82
SPIN4,0.15,0.41,0.64,0.37,0.45,0.38,0.26,0.5,0.37,0.66
SPINK2,0.24,0.0,0.62,0.1,0.67,0.16,0.49,0.51,0.44,0.26
SPINK4,0.13,0.15,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
SPINK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPINK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPINK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPINK8,0.21,0.0,0.0,0.0,0.0,0.0,0.36,0.22,0.23,0.39
SPINK9,0.41,0.41,0.37,0.36,0.0,1.2,0.3,1.38,0.41,0.74
SPINT1,21.17,17.54,21.95,23.69,45.78,17.79,13.71,11.91,9.94,17.25
SPINT2,30.6,27.65,28.07,40.88,43.22,29.17,29.64,28.82,32.55,26.24
SPIRE1,2.22,2.02,1.52,1.85,0.7,0.52,0.92,0.84,0.62,1.01
SPIRE2,0.41,0.95,0.73,0.8,0.75,1.04,0.73,1.0,1.06,1.11
SPN,46.86,140.07,220.35,163.39,195.23,190.57,180.21,111.5,142.71,173.0
SPNS1,14.97,20.85,26.06,24.1,45.17,22.33,20.94,15.86,24.77,14.6
SPNS2,0.89,0.77,0.77,1.28,0.44,0.76,0.67,0.69,1.45,0.74
SPNS3,1.09,1.2,1.37,2.63,3.23,3.18,1.51,2.35,2.51,1.64
SPOCD1,5.05,4.36,5.38,27.69,4.45,7.26,4.77,10.99,16.49,4.63
SPOCK1,0.54,0.67,0.21,0.78,0.31,0.51,0.17,0.44,0.49,0.63
SPOCK2,23.49,77.48,153.06,42.94,165.34,97.94,91.32,71.23,123.53,120.31
SPOCK3,0.06,0.16,0.11,0.15,0.16,0.42,0.0,0.23,0.38,0.17
SPON1,0.05,0.23,0.59,0.1,0.24,0.28,0.24,0.37,0.21,0.36
SPON2,8.54,20.79,23.55,17.72,23.57,43.04,40.79,15.75,26.03,39.7
SPOP,15.05,21.97,17.62,11.8,18.89,23.31,20.86,23.52,24.04,19.82
SPOPL,7.25,9.14,3.04,4.38,3.79,20.53,14.81,19.87,6.99,15.74
SPP1,0.78,1.06,0.0,0.53,0.46,3.95,0.14,0.15,1.65,1.51
SPP2,1.15,2.09,1.79,1.59,0.85,1.53,0.5,2.14,1.69,2.25
SPPL2A,7.5,11.53,6.21,9.83,6.44,12.09,12.9,13.47,9.62,13.96
SPPL2B,7.15,9.8,12.71,10.03,16.51,16.72,12.18,8.74,13.85,13.59
SPPL2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPPL3,34.63,37.39,43.52,45.66,39.62,31.83,36.58,45.39,53.26,32.57
SPR,1.48,1.61,1.46,1.45,2.22,1.2,1.16,0.76,0.88,0.59
SPRED1,0.41,0.54,0.88,0.25,0.4,0.92,1.57,0.8,0.5,0.76
SPRED2,5.37,2.12,1.84,2.36,1.46,2.47,1.12,1.23,1.33,2.39
SPRED3,0.14,0.42,0.34,0.19,0.14,0.12,0.09,0.4,0.3,0.35
SPRN,0.1,0.25,0.34,0.11,0.31,0.39,0.39,0.2,0.33,0.35
SPRR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0
SPRR1B,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.13,0.0,0.0
SPRR2A,0.0,0.0,0.0,0.16,0.0,0.12,0.0,0.06,0.2,0.0
SPRR2B,0.0,0.07,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRR2D,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.14,0.07
SPRR2E,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.23,0.0
SPRR2G,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
SPRTN,2.96,4.08,2.49,3.67,2.0,3.3,3.41,5.05,3.75,4.21
SPRY1,1.01,0.92,1.57,1.26,1.26,2.48,1.53,1.23,1.55,0.93
SPRY2,0.66,0.71,0.46,1.16,0.36,0.54,1.05,1.38,1.76,0.78
SPRY3,0.1,0.27,0.13,0.07,0.05,0.35,0.13,0.14,0.16,0.19
SPRY4,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
SPRYD3,23.94,29.05,28.59,16.69,37.58,30.98,27.48,27.58,29.79,27.31
SPRYD4,0.35,0.82,1.48,0.88,1.68,1.18,1.12,0.79,0.99,1.26
SPRYD7,0.26,0.7,0.78,0.54,0.64,0.39,0.36,0.27,0.64,0.33
SPSB1,2.22,1.25,3.28,2.46,2.02,2.22,2.5,1.99,3.32,1.65
SPSB2,3.15,4.64,8.57,2.64,12.36,11.58,10.02,11.03,8.68,6.82
SPSB3,19.25,23.82,23.78,22.16,31.32,38.45,28.62,31.93,31.2,36.57
SPSB4,0.13,0.34,0.15,0.52,0.28,0.21,0.08,0.26,0.13,0.12
SPTA1,0.03,0.01,0.08,0.43,0.0,0.02,0.49,0.51,0.08,0.12
SPTAN1,39.21,68.44,124.55,48.23,95.27,53.34,45.78,44.61,84.24,77.39
SPTB,5.6,2.2,6.07,9.52,3.5,4.43,7.05,5.86,5.76,3.01
SPTBN1,42.32,28.88,42.62,22.38,31.53,21.27,14.81,12.1,23.84,28.45
SPTBN2,0.08,0.42,0.04,0.42,0.39,0.12,0.25,0.34,0.02,0.16
SPTBN4,0.38,0.27,0.28,0.0,0.06,0.29,0.29,0.62,0.17,0.3
SPTBN5,0.08,0.49,0.75,0.33,0.76,0.58,0.46,0.28,0.56,0.44
SPTLC1,18.76,20.16,17.86,16.15,19.39,15.89,17.0,21.27,21.43,19.28
SPTLC2,15.35,12.15,10.15,14.78,12.48,12.54,9.32,9.42,9.85,11.79
SPTLC3,0.01,0.06,0.08,0.09,0.07,0.24,0.1,0.22,0.21,0.17
SPTSSA,1.15,2.24,1.86,2.41,1.78,1.22,1.32,1.48,1.67,1.9
SPTSSB,0.18,0.08,0.13,0.1,0.05,0.08,0.54,0.57,0.02,0.06
SPTY2D1,5.97,9.39,5.77,5.11,3.71,5.22,6.18,12.07,8.36,9.91
SPX,3.77,1.73,4.07,9.18,1.56,3.31,3.51,4.83,4.95,1.3
SQLE,1.51,3.28,3.07,2.67,2.13,2.54,2.84,2.58,2.23,2.36
SQRDL,72.7,48.87,44.37,35.25,43.78,37.67,32.54,40.08,47.8,40.99
SQSTM1,25.06,34.54,17.27,39.0,25.11,32.17,36.83,58.89,70.67,50.13
SRA1,48.5,40.44,26.8,34.07,33.45,40.64,32.15,47.96,40.04,46.59
SRBD1,5.75,5.22,4.47,7.64,6.95,6.25,10.98,9.74,8.29,5.67
SRC,29.62,24.06,35.44,58.1,36.95,29.75,29.37,23.32,45.25,26.35
SRCAP,31.91,37.64,42.49,23.04,51.82,46.7,38.79,30.98,50.25,54.08
SRCIN1,0.02,0.01,0.12,0.0,0.09,0.08,0.36,0.0,0.07,0.05
SRD5A1,2.71,3.38,3.38,3.66,2.72,3.37,2.96,3.11,3.26,2.34
SRD5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRD5A3,2.79,5.93,11.65,6.77,9.61,4.97,3.81,3.85,3.72,3.53
SREBF1,21.6,31.23,32.01,27.39,35.08,23.86,31.82,38.45,51.28,52.56
SREBF2,41.89,45.78,68.24,73.92,72.84,51.4,47.86,28.39,45.29,42.65
SREK1,3.69,4.66,3.43,4.76,5.55,4.55,5.32,9.59,5.96,6.16
SREK1IP1,1.14,1.93,1.55,2.08,2.24,0.83,2.08,1.91,1.19,1.61
SRF,33.13,25.9,23.89,26.41,29.06,24.09,21.89,18.01,29.13,29.99
SRFBP1,0.31,1.15,1.21,0.76,0.59,0.43,1.14,1.41,1.44,1.21
SRGAP1,0.39,0.52,0.52,0.17,0.33,0.1,0.05,0.3,0.13,0.09
SRGAP2,45.22,46.41,38.46,47.48,49.75,59.66,62.6,51.47,72.03,44.65
SRGAP2B,3.95,5.5,2.43,6.1,4.88,9.82,10.19,13.24,9.78,7.36
SRGAP2C,2.36,2.37,0.81,3.67,1.66,2.81,2.21,3.53,2.17,2.0
SRGAP2D,0.1,0.47,1.45,0.21,0.18,0.0,0.12,0.0,0.43,0.7
SRGAP3,0.27,0.74,0.47,1.1,0.94,0.83,0.55,0.75,0.47,0.87
SRGAP3-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
SRGN,1285.28,909.28,367.4,836.27,309.49,418.72,628.59,1138.85,993.71,924.64
SRI,34.06,36.79,43.8,30.44,38.76,27.86,35.98,37.01,34.6,36.74
SRL,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02
SRM,11.19,22.72,44.3,47.05,42.03,28.9,26.34,18.96,25.47,21.18
SRMS,0.0,0.0,0.0,0.06,0.02,0.0,0.02,0.0,0.09,0.05
SRP14,71.27,119.54,136.51,152.72,113.06,83.09,70.29,81.75,64.24,74.01
SRP19,5.43,11.2,18.85,8.46,5.95,7.58,11.22,16.2,13.17,11.69
SRP54,7.23,10.31,9.24,7.97,4.32,6.88,8.03,10.88,7.06,7.46
SRP68,15.6,22.55,31.11,19.02,32.75,20.65,16.81,16.3,20.27,21.42
SRP68P3,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0
SRP72,8.47,20.65,25.86,36.07,20.98,14.03,23.48,27.69,18.17,28.25
SRP9,9.03,16.92,14.08,16.56,13.66,11.2,24.83,26.48,16.52,14.05
SRPK1,38.43,28.42,7.34,12.1,6.59,32.92,15.68,30.02,16.33,31.54
SRPK2,16.43,26.52,13.26,11.08,11.55,33.71,24.16,39.62,22.84,34.7
SRPK3,0.0,0.02,0.04,0.04,0.15,0.11,0.04,0.06,0.13,0.04
SRPRA,73.5,81.22,85.71,94.3,98.91,75.58,53.46,51.26,69.13,69.8
SRPRB,4.16,6.71,10.36,12.75,11.66,4.64,6.6,6.36,5.79,5.41
SRPX,0.0,0.02,0.0,0.1,0.0,0.1,0.04,0.05,0.07,0.0
SRPX2,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0
SRR,1.03,1.85,2.16,1.2,2.43,1.21,1.05,2.61,2.05,1.94
SRRD,2.88,3.47,5.22,2.95,4.31,5.3,4.9,6.13,3.34,4.11
SRRM1,86.87,142.54,139.15,137.76,160.33,87.56,59.41,52.68,85.59,118.08
SRRM2,239.87,302.76,264.36,246.67,261.98,241.91,161.67,223.81,300.57,394.9
SRRM3,0.0,0.0,0.03,0.01,0.01,0.0,0.1,0.0,0.0,0.01
SRRM5,0.11,0.28,0.52,0.21,0.67,0.17,0.09,0.11,0.22,0.4
SRRT,48.76,73.61,74.4,56.03,79.71,65.8,49.64,55.87,59.15,78.57
SRSF1,22.79,32.16,30.28,20.62,27.01,23.62,30.38,30.85,22.19,29.66
SRSF10,5.53,17.83,18.36,13.87,11.05,11.5,15.93,21.99,21.27,14.7
SRSF10P1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.11
SRSF11,11.77,20.2,20.85,13.16,19.13,16.03,18.61,28.5,13.88,26.21
SRSF12,0.18,0.15,0.05,0.0,0.06,0.45,0.12,0.11,0.09,0.31
SRSF2,72.04,66.22,58.61,57.88,62.44,119.23,94.79,165.8,68.55,104.82
SRSF3,64.18,93.69,73.58,81.09,74.31,93.28,117.51,170.45,92.74,102.12
SRSF4,53.0,57.78,55.5,32.22,49.43,39.71,35.41,41.1,41.98,43.28
SRSF5,200.81,271.13,236.36,178.5,195.15,150.89,130.58,271.86,224.92,296.49
SRSF6,41.07,58.45,58.51,53.24,59.61,40.74,48.5,63.03,53.86,58.02
SRSF7,11.97,22.06,25.0,17.41,22.89,22.96,26.86,39.61,18.97,31.08
SRSF8,11.67,13.46,20.69,24.52,21.54,14.22,20.74,21.38,17.63,21.59
SRSF9,50.92,49.16,52.88,48.8,49.37,43.12,36.14,37.99,42.9,43.79
SRXN1,28.54,20.09,15.13,13.05,10.46,12.93,9.71,16.48,14.63,26.17
SS18,7.83,10.81,14.15,12.98,14.64,12.88,13.17,13.76,11.59,10.35
SS18L1,3.14,3.05,0.89,1.97,1.96,2.82,5.08,7.2,6.73,5.28
SS18L2,3.74,6.89,5.81,5.08,5.29,4.69,11.13,14.2,9.14,7.89
SSB,2.66,5.27,6.67,4.39,3.43,2.35,7.65,7.52,4.08,4.4
SSBP1,1.36,8.42,11.22,8.77,7.23,5.11,8.29,12.0,11.03,6.89
SSBP2,26.01,23.49,27.03,25.75,28.8,33.14,24.01,31.17,24.09,31.57
SSBP3,47.21,72.64,94.69,85.44,118.59,55.59,62.96,63.04,74.62,72.93
SSBP3-AS1,0.13,0.82,0.77,0.19,0.64,0.31,0.14,0.3,0.42,0.38
SSBP4,30.04,56.16,81.55,58.65,74.88,53.47,93.14,48.41,79.0,63.56
SSC4D,0.4,0.31,0.65,0.24,0.25,0.18,0.28,0.14,0.22,0.25
SSC5D,0.36,0.05,0.19,0.03,0.11,0.09,0.03,0.14,0.06,0.11
SSFA2,54.25,66.56,21.84,32.08,16.58,61.83,71.18,80.16,45.85,73.98
SSH1,31.9,22.27,20.43,19.34,19.42,22.7,12.31,16.55,21.17,27.26
SSH2,108.73,90.05,56.11,43.75,45.25,171.31,69.08,80.4,83.16,148.2
SSH3,21.27,16.07,6.62,10.83,11.85,23.63,13.21,15.7,11.37,18.14
SSNA1,28.37,33.92,39.51,38.79,46.85,48.44,46.65,38.89,44.96,42.68
SSPN,0.18,0.51,0.35,0.39,0.24,0.44,0.42,0.38,0.49,0.25
SSPO,0.87,0.9,0.14,0.71,0.37,0.64,0.13,0.98,0.47,0.47
SSR1,37.93,57.84,51.16,90.69,36.69,31.36,42.82,56.78,40.01,44.19
SSR2,227.16,292.68,325.92,347.02,386.34,313.01,276.07,290.81,285.18,257.13
SSR3,19.47,29.66,31.72,63.9,26.64,19.88,16.29,28.17,20.03,19.42
SSR4,96.01,126.94,184.13,337.52,201.14,171.39,142.6,146.21,135.29,106.99
SSR4P1,0.94,0.63,0.65,0.85,1.19,0.97,0.51,0.39,0.82,1.08
SSRP1,20.73,44.1,62.79,36.63,62.09,36.45,28.28,26.93,24.33,32.55
SSSCA1,29.32,30.56,14.39,35.41,19.41,19.21,36.62,31.95,32.75,29.38
SST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSTR1,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSTR2,0.06,0.09,0.03,0.06,0.04,0.18,0.08,0.12,0.08,0.1
SSTR3,0.44,0.51,1.09,0.5,1.47,1.4,1.5,1.29,1.71,1.44
SSTR4,0.04,0.0,0.0,0.02,0.0,0.02,0.08,0.05,0.09,0.05
SSTR5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSU72,73.45,83.19,88.05,66.55,92.37,72.91,63.02,74.4,89.06,80.27
SSUH2,0.0,0.17,0.0,0.0,0.0,0.09,0.02,0.01,0.0,0.0
SSX2IP,2.6,2.64,2.7,7.47,1.43,2.23,5.08,4.95,3.59,2.28
SSX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST13,26.4,51.25,73.74,48.18,70.06,38.5,40.92,45.81,36.83,43.13
ST13P11,0.05,0.06,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST13P5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.06,0.07
ST14,40.37,25.72,32.66,51.57,99.11,19.62,21.99,14.46,23.64,13.98
ST18,0.0,0.0,0.09,0.02,0.08,0.18,0.01,0.1,0.0,0.1
ST20,57.57,43.94,13.81,9.57,12.03,34.23,22.59,36.62,35.24,40.5
ST20-MTHFS,5.77,7.84,7.31,5.73,2.34,10.13,0.0,2.73,5.67,2.95
ST3GAL1,36.99,34.21,59.76,26.6,63.55,64.11,52.35,60.79,60.5,64.8
ST3GAL2,78.01,55.38,31.48,31.53,37.4,80.58,58.23,76.07,90.45,88.39
ST3GAL3,11.8,9.71,15.39,33.28,13.52,14.18,8.55,13.71,13.32,7.79
ST3GAL4,78.25,25.65,10.36,20.22,13.43,26.13,18.65,29.98,28.54,33.22
ST3GAL4-AS1,29.5,5.63,2.71,2.06,2.48,7.07,4.57,8.51,7.5,10.92
ST3GAL5,7.89,20.33,26.24,20.89,32.98,10.93,14.32,14.14,13.61,20.14
ST3GAL6,6.39,7.22,3.56,4.26,2.83,7.03,10.17,13.56,6.63,6.6
ST5,0.3,1.19,0.79,1.06,0.94,1.26,1.27,2.37,0.56,1.25
ST6GAL1,34.41,55.82,133.56,75.27,99.0,97.46,101.27,87.64,86.91,93.56
ST6GAL2,0.65,1.12,1.52,2.45,1.56,0.83,1.83,3.12,1.63,0.44
ST6GALNAC1,0.37,0.41,1.1,0.61,1.38,0.49,0.87,0.74,1.49,1.28
ST6GALNAC2,24.45,39.1,4.64,6.43,7.81,13.4,8.77,10.58,22.37,29.09
ST6GALNAC3,2.61,1.82,0.43,1.94,1.12,2.27,2.05,1.46,0.82,2.45
ST6GALNAC4,4.9,9.55,10.11,22.81,14.29,11.49,27.62,13.68,16.95,12.11
ST6GALNAC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
ST6GALNAC6,10.42,17.57,32.34,17.39,28.64,19.62,32.37,21.58,28.72,36.71
ST7,6.01,4.94,8.34,13.73,5.65,4.74,5.97,6.16,6.85,5.57
ST7-OT4,0.35,0.04,1.82,0.66,1.26,0.8,0.63,0.21,0.42,0.38
ST7L,12.28,13.69,8.14,9.65,8.04,10.83,15.59,15.72,12.92,9.83
ST7OT1,0.42,0.31,0.26,0.68,0.42,0.27,0.24,0.42,0.32,0.27
ST7OT2,0.0,0.03,0.0,0.22,0.07,0.0,0.03,0.0,0.09,0.18
ST8SIA1,0.39,0.96,3.15,0.59,0.69,0.73,2.17,1.54,1.22,2.29
ST8SIA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST8SIA4,11.11,13.15,6.5,7.81,6.4,22.8,21.67,27.55,14.44,19.17
ST8SIA5,0.22,0.13,1.06,0.36,0.05,0.31,0.09,0.12,0.06,0.11
ST8SIA6,0.11,0.55,0.24,0.4,0.15,0.19,0.37,0.42,0.22,0.34
STAB1,43.8,40.0,52.19,31.34,57.99,25.64,28.75,8.81,28.68,22.62
STAB2,0.03,0.0,0.02,0.32,0.1,0.01,0.0,0.0,0.02,0.01
STAC,0.05,0.13,0.07,0.7,0.22,0.08,0.07,0.23,0.19,0.04
STAC2,0.1,0.11,0.13,0.09,0.04,0.2,0.3,0.23,0.19,0.27
STAC3,7.45,9.87,12.21,11.2,11.46,6.79,6.56,7.22,8.06,7.12
STAG1,4.14,4.8,3.1,4.19,2.8,7.0,4.94,7.7,3.56,5.61
STAG2,8.0,10.63,5.86,7.36,3.99,12.6,13.52,24.44,9.35,15.87
STAG3,4.91,6.1,8.85,3.3,5.57,5.81,7.05,4.94,6.03,7.91
STAG3L3,8.76,14.88,20.04,13.09,24.08,18.52,16.42,16.31,17.87,22.01
STAG3L5P,12.39,22.49,20.63,8.69,25.62,23.39,15.87,14.92,16.56,20.59
STAG3L5P-PVRIG2P-PILRB,12.1,19.34,20.17,13.08,18.58,18.18,19.23,18.71,19.64,20.3
STAM,6.83,8.35,6.4,9.63,5.49,8.19,6.86,10.21,7.24,8.38
STAM2,4.26,6.71,3.29,2.98,2.83,5.66,5.91,8.77,4.84,6.6
STAMBP,17.94,22.11,16.49,13.24,18.68,16.18,12.09,21.2,20.47,19.62
STAMBPL1,0.74,1.43,3.26,1.01,1.95,1.56,3.63,2.35,2.35,2.3
STAP1,0.03,0.44,1.01,1.48,0.37,1.27,3.48,3.29,0.24,1.52
STAP2,1.37,1.07,1.07,1.01,1.9,2.27,1.32,1.75,0.9,1.54
STAR,0.08,0.05,0.06,0.02,0.12,0.21,0.25,0.03,0.06,0.14
STARD10,35.6,39.15,16.6,12.01,19.23,34.13,20.33,37.37,38.9,36.85
STARD13,0.18,0.17,0.19,0.17,0.13,0.14,0.27,0.17,0.2,0.11
STARD3,56.97,51.87,44.8,47.53,58.69,64.41,41.13,48.29,69.3,56.01
STARD3NL,22.87,23.37,23.15,27.64,23.55,16.76,22.09,22.96,22.01,16.12
STARD4,0.38,1.03,0.84,3.45,0.44,0.78,1.47,2.07,1.33,1.36
STARD5,13.75,9.79,7.69,3.45,8.04,14.47,7.42,10.92,11.99,10.71
STARD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STARD7,18.13,26.72,39.44,28.23,42.16,24.58,22.7,18.38,22.83,27.33
STARD8,4.39,3.61,4.46,4.09,4.06,4.62,4.21,4.01,4.96,3.74
STARD9,0.26,1.09,1.06,0.54,0.88,1.06,0.58,0.77,0.94,1.18
STAT1,26.33,49.87,23.15,55.43,26.05,42.93,72.52,64.34,71.54,57.69
STAT2,73.6,97.38,86.33,138.9,111.98,110.9,143.88,109.58,179.98,98.16
STAT3,289.16,174.56,110.91,99.21,121.89,145.03,97.36,125.02,169.6,170.11
STAT4,1.25,6.11,9.83,3.44,5.04,4.9,11.22,12.77,6.95,9.58
STAT5A,93.78,85.06,92.21,48.7,114.54,100.96,63.42,72.23,91.66,92.68
STAT5B,159.51,91.09,56.05,39.05,52.64,102.75,64.13,101.35,95.68,101.14
STAT6,336.0,364.39,286.08,227.87,330.6,361.01,211.4,295.25,328.34,347.95
STAU1,32.45,30.05,29.01,29.26,27.56,20.27,20.44,21.65,27.85,27.69
STAU2,26.88,29.27,22.68,39.38,23.17,19.55,29.48,43.19,25.84,22.53
STBD1,0.39,0.42,0.19,0.42,0.75,0.5,0.3,0.46,0.41,0.35
STC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
STC2,0.0,0.02,0.08,0.0,0.08,0.0,0.01,0.07,0.1,0.0
STEAP1,0.05,0.1,0.03,0.05,0.08,0.04,0.11,0.03,0.0,0.09
STEAP1B,0.29,0.31,0.27,0.99,0.14,0.08,0.38,0.7,0.18,0.26
STEAP2,0.16,0.07,0.11,0.15,0.03,0.34,0.13,0.27,0.18,0.25
STEAP3,3.3,3.58,4.35,3.75,3.84,1.49,1.28,0.85,2.3,1.94
STEAP4,36.35,26.46,4.12,3.92,3.12,22.21,17.95,25.28,17.86,31.25
STELLAR,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0
STH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STIL,3.12,3.54,2.72,5.92,3.08,1.95,4.69,3.72,3.25,1.95
STIM1,49.07,50.02,82.29,62.42,69.34,66.35,45.31,40.02,66.0,67.16
STIM2,10.04,14.21,17.13,11.73,11.44,11.97,8.34,10.31,12.28,18.62
STIP1,31.65,33.74,56.72,29.7,54.62,38.34,32.33,30.39,41.81,32.78
STK10,239.08,210.8,178.6,113.78,190.7,235.17,159.23,179.01,192.83,262.52
STK11,18.66,21.38,24.61,20.11,34.89,26.76,26.39,16.5,30.11,23.05
STK11IP,18.63,23.18,21.29,21.24,33.33,22.71,23.69,24.73,30.25,21.66
STK16,41.82,26.71,19.64,19.43,25.4,25.67,21.56,22.66,18.66,24.01
STK17A,6.87,10.43,9.89,4.63,3.91,9.32,11.08,14.07,10.46,8.74
STK17B,59.52,88.06,39.6,83.36,14.01,43.77,63.43,115.4,87.85,61.71
STK19,9.56,12.23,6.96,5.91,8.49,12.42,7.59,13.14,9.81,12.8
STK19P,0.0,0.87,0.0,1.68,0.9,0.88,1.4,0.0,5.88,2.45
STK24,95.8,128.58,122.61,129.96,71.57,78.34,57.33,68.65,98.53,74.58
STK25,39.27,59.1,76.23,57.32,98.41,59.5,50.85,41.75,55.16,52.78
STK26,4.98,8.95,7.91,6.59,5.13,5.25,12.9,13.36,7.72,13.33
STK3,7.9,8.75,4.0,5.65,4.37,6.06,4.93,6.97,4.5,7.11
STK31,0.0,0.14,0.04,0.01,0.0,0.06,0.15,0.05,0.05,0.0
STK32A,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK32B,0.65,0.92,0.87,0.62,1.48,0.47,0.2,0.23,0.12,0.92
STK32C,4.24,6.67,7.12,5.53,11.03,5.77,6.97,4.43,4.95,5.77
STK33,0.43,0.48,0.4,0.34,0.34,0.57,0.38,0.94,0.51,0.6
STK35,4.6,5.33,3.72,2.83,4.39,8.01,5.84,7.61,6.37,6.28
STK36,3.24,3.67,5.56,3.17,5.57,6.38,1.91,3.92,4.86,4.56
STK38,52.73,56.22,56.9,25.72,43.96,41.46,34.41,34.16,40.33,47.93
